index,archetype,complexity,time,resources,story,goal,steps,what_to_say,how_to_identify,comm_intervention,gap_analysis,admin_fix,confidence
365,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 365 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
366,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 366 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
367,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 367 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
368,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 368 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
369,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 369 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
370,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 370 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
371,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 371 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
372,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 372 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
373,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 373 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
374,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 374 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
375,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 375 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
376,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 376 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
377,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 377 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
378,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 378 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
379,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 379 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
380,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 380 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
381,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 381 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
382,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 382 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
383,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 383 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
384,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 384 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
385,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 385 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
386,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 386 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
387,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 387 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
388,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 388 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
389,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 389 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
390,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 390 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
391,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 391 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
392,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 392 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
393,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 393 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
394,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 394 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
395,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 395 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
396,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 396 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
397,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 397 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
398,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 398 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
399,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 399 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
400,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 400 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
401,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 401 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
402,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 402 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
403,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 403 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
404,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 404 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
405,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 405 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
406,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 406 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
407,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 407 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
408,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 408 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
409,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 409 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
410,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 410 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
411,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 411 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
412,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 412 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
413,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 413 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
414,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 414 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
415,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 415 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
416,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 416 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
417,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 417 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
418,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 418 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
419,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 419 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
420,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 420 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
421,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 421 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
422,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 422 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
423,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 423 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
424,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 424 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
425,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 425 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
426,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 426 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
427,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 427 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
428,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 428 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
429,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 429 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
430,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 430 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
431,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 431 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
432,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 432 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
433,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 433 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
434,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 434 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
435,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 435 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
436,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 436 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
437,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 437 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
438,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 438 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
439,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 439 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
440,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 440 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
441,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 441 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
442,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 442 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
443,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 443 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
444,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 444 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
445,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 445 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
446,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 446 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
447,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 447 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
448,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 448 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
449,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 449 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
450,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 450 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
451,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 451 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
452,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 452 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
453,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 453 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
454,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 454 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
455,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 455 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
456,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 456 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
457,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 457 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
458,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 458 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
459,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 459 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
460,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 460 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
461,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 461 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
462,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 462 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
463,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 463 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
464,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 464 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
465,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 465 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
466,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 466 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
467,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 467 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
468,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 468 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
469,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 469 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
470,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 470 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
471,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 471 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
472,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 472 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
473,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 473 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
474,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 474 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
475,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 475 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
